Offset(V)     Pid     Handle     Access Type             Details
0x8192eb60   1900      0x2e8   0x100000 Event            MpEvent-D394EBFA-3EDA-C4FA-F806-92CCB2FD262D
0x813207b0   1900      0x2ec  0x21f0003 Event            
0x812d8f50   1900      0x2f0   0x1f0003 Event            
0x812d9020   1900      0x2f4   0x1f0003 Event            
0x816b8238   1900      0x2f8   0x1f0003 Event            919863BFD426AA00979BDF55477F92A7_SHUTDOWN
0xe1f1f728   1900      0x304   0x1f0001 Port             
0x812f7b80   1900      0x308   0x100003 Event            
0x812cdd18   1900      0x30c   0x100000 Event            MpEvent-E4793CDB-9735-30E5-794F-14FD2D0CFC03
0x812d9598   1900      0x310   0x1f0003 Semaphore        
0x813a0458   1900      0x314   0x100000 Process          MsMpEng.exe(1040)
0x818b1560   1900      0x318   0x100000 Event            MpSvcEvent-E77123B7-1039-5A96-1049-25CC5C482FD7
0x812ff138   1900      0x31c   0x1f0003 Timer            
0x812cd788   1900      0x320   0x1f03ff Thread           TID 1576 PID 1900
0x816b96f8   1900      0x324   0x100000 Event            MpEvent-C7AE2CD8-427A-148B-839E-B160B0D64FAF
0xe17abd08   1900      0x328        0x8 Token            
0xe17abd08   1900      0x32c        0x8 Token            
0x81658350   1900      0x330   0x1f0001 Mutant           MTX_919863BFD426AA00979BDF55477F92A7_0000076C
0x81535100   1900      0x334   0x100003 Semaphore        
0xe182a438   1900      0x338    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32
0x812efb18   1900      0x340   0x1f0003 IoCompletion     
0x815b3660   1900      0x368   0x1f03ff Thread           TID 3452 PID 1900
0xe1000080   1912        0x4    0xf0003 KeyedEvent       CritSecOutOfMemoryEvent
0xe15b28e8   1912        0x8        0x3 Directory        KnownDlls
0x81885e48   1912        0xc   0x100020 File             \Device\HarddiskVolume1\Documents and Settings\Administrator
0x818a9a38   1912       0x10   0x100003 Semaphore        
0xe15969c8   1912       0x14    0xf000f Directory        Windows
0xe1df3a38   1912       0x18  0x21f0001 Port             
0x818a9a00   1912       0x1c   0x100003 Semaphore        
0xe164d468   1912       0x20    0x2000f Directory        BaseNamedObjects
0x8149cf60   1912       0x24   0x1f0001 Mutant           SHIMLIB_LOG_MUTEX
0xe1806140   1912       0x28  0x20f003f Key              MACHINE
0x8177eed0   1912       0x2c    0xf037f WindowStation    WinSta0
0x814a2700   1912       0x30  0x21f0003 Event            
0x81921408   1912       0x34    0xf01ff Desktop          Default
0x8177eed0   1912       0x38    0xf037f WindowStation    WinSta0
0xe17f29f0   1912       0x3c    0xf0007 Section          CiceroSharedMemDefaultS-1-5-21-1957994488-1326574676-839522115-500
0x81608158   1912       0x40   0x1f0001 Mutant           CTF.LBES.MutexDefaultS-1-5-21-1957994488-1326574676-839522115-500
0x8192f160   1912       0x44   0x1f0001 Mutant           CTF.Compart.MutexDefaultS-1-5-21-1957994488-1326574676-839522115-500
0x8192f110   1912       0x48   0x1f0001 Mutant           CTF.Asm.MutexDefaultS-1-5-21-1957994488-1326574676-839522115-500
0x81607030   1912       0x4c   0x1f0001 Mutant           CTF.Layouts.MutexDefaultS-1-5-21-1957994488-1326574676-839522115-500
0x816070c8   1912       0x50   0x1f0001 Mutant           CTF.TMD.MutexDefaultS-1-5-21-1957994488-1326574676-839522115-500
0xe184a428   1912       0x54  0x20f003f Key              USER\S-1-5-21-1957994488-1326574676-839522115-500
0x8165c870   1912       0x58   0x1f0003 Event            
0x818a9a70   1912       0x5c   0x100003 Semaphore        
0x818a9aa8   1912       0x60   0x100003 Semaphore        
0xe1ebdfb8   1912       0x64    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32
0x8160a9d8   1912       0x68   0x100001 File             \Device\KsecDD
0x81714430   1912       0x6c   0x1f0003 Event            
0x81714400   1912       0x70   0x1f0003 Event            
0xe15efce8   1912       0x74    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32
0x81724c80   1912       0x78   0x1f0003 Semaphore        shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
0x81624c60   1912       0x7c   0x1f0003 Event            userenv:  User Profile setup event
0x814a2738   1912       0x80   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x81674138   1912       0x84   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x816212d0   1912       0x88   0x1f0001 Mutant           CTF.TimListCache.FMPDefaultS-1-5-21-1957994488-1326574676-839522115-500MUTEX.DefaultS-1-5-21-1957994488-1326574676-839522115-500
0x81901f50   1912       0x8c   0x1f0001 Mutant           CtfmonInstMutexDefaultS-1-5-21-1957994488-1326574676-839522115-500
0xe15f2fd8   1912       0x90    0xf0007 Section          CTF.TimListCache.FMPDefaultS-1-5-21-1957994488-1326574676-839522115-500SFM.DefaultS-1-5-21-1957994488-1326574676-839522115-500
0x817a8fe0   1912       0x94   0x1f0001 Mutant           MSCTF.GCompartListMUTEX.DefaultS-1-5-21-1957994488-1326574676-839522115-500
0xe1eff1e8   1912       0x98    0xf0007 Section          MSCTF.GCompartListSFM.DefaultS-1-5-21-1957994488-1326574676-839522115-500
0x81909948   1912       0x9c   0x1f0003 Event            
0xe17b5ea8   1912       0xa0    0x20019 Key              USER\S-1-5-21-1957994488-1326574676-839522115-500\KEYBOARD LAYOUT\TOGGLE
0xe1f23ed0   1912       0xa4    0xf0007 Section          CTF.AsmListCache.FMPDefaultS-1-5-21-1957994488-1326574676-839522115-500
0x818088f0   1912       0xa8   0x1f0003 Event            
0xe18e96b0   1912       0xac    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\CTF\TIP
0xe1c51a10   1912       0xb0    0xf003f Key              USER\S-1-5-21-1957994488-1326574676-839522115-500\SOFTWARE\MICROSOFT\WINDOWS\SHELLNOROAM
0xe17f7340   1912       0xb4    0xf003f Key              USER\S-1-5-21-1957994488-1326574676-839522115-500\SOFTWARE\MICROSOFT\WINDOWS\SHELLNOROAM\MUICACHE
0xe17bc368   1912       0xb8  0x20f003f Key              USER
0x816680d8   1912       0xbc   0x1f0003 Event            
0xe179d340   1912       0xc0    0x20019 Key              USER\S-1-5-21-1957994488-1326574676-839522115-500\KEYBOARD LAYOUT\PRELOAD
0x816680a8   1912       0xc4   0x1f0003 Event            
0xe179d0c8   1912       0xc8    0x20019 Key              USER\S-1-5-21-1957994488-1326574676-839522115-500\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\RUN
0x81668078   1912       0xcc   0x1f0003 Event            
0xe17a8848   1912       0xd0    0x20019 Key              USER\S-1-5-21-1957994488-1326574676-839522115-500\SOFTWARE\MICROSOFT\CTF\TIP
0x819026e0   1912       0xd4   0x1f0003 Event            
0xe18112c0   1912       0xd8    0x20019 Key              USER\S-1-5-21-1957994488-1326574676-839522115-500\SOFTWARE\MICROSOFT\SPEECH
0x819026b0   1912       0xdc   0x1f0003 Event            
0xe17b5678   1912       0xe0    0x20019 Key              USER\S-1-5-21-1957994488-1326574676-839522115-500\CONTROL PANEL\APPEARANCE
0x81902680   1912       0xe4   0x1f0003 Event            
0xe17f72d8   1912       0xe8    0x20019 Key              USER\S-1-5-21-1957994488-1326574676-839522115-500\CONTROL PANEL\COLORS
0x81902650   1912       0xec   0x1f0003 Event            
0xe17f7270   1912       0xf0    0x20019 Key              USER\S-1-5-21-1957994488-1326574676-839522115-500\CONTROL PANEL\DESKTOP\WINDOWMETRICS
0x81902620   1912       0xf4   0x1f0003 Event            
0xe17f7208   1912       0xf8    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\SPEECH
0x81673420   1912       0xfc   0x1f0003 Event            
0xe17f71a0   1912      0x100    0x20019 Key              USER\S-1-5-21-1957994488-1326574676-839522115-500\KEYBOARD LAYOUT
0x816733f0   1912      0x104   0x1f0003 Event            
0xe17b5610   1912      0x108    0x20019 Key              USER\S-1-5-21-1957994488-1326574676-839522115-500\SOFTWARE\MICROSOFT\CTF\ASSEMBLIES
0x81668198   1912      0x10c   0x120001 Mutant           ShimCacheMutex
0x818d73b0   1912      0x110   0x100000 Event            WinSta0_DesktopSwitch
0xe1733f78   1912      0x114        0x2 Section          ShimSharedMemory
0xe1133380   1912      0x118    0x2001f Key              USER\S-1-5-21-1957994488-1326574676-839522115-500\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
0x812f5d10   1912      0x11c   0x12019f File             \Device\WMIDataDevice
0x818971f0   1912      0x120   0x1f0003 Event            
0x81681020   1912      0x124      0xa84 WmiGuid          
0x8172c1f8   1912      0x128   0x12019f File             \Device\WMIDataDevice
0x81305ff0   1912      0x12c   0x1f0003 Event            
0x81717370   1912      0x130   0x1f0fff Process          ctfmon.exe(1912)
0x817ee8f8   1912      0x134   0x1f0003 Event            
0x814d7620   1912      0x138   0x1f0003 Event            
0x817968e8   1912      0x13c      0xa84 WmiGuid          
0x818f0c80   1912      0x140   0x100003 Event            
0x812dca88   1912      0x144   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0xe17d2d48   1912      0x148        0x8 Token            
0xe17d2d48   1912      0x14c        0x8 Token            
0x81796800   1912      0x150   0x1f0001 Mutant           MTX_919863BFD426AA00979BDF55477F92A7_00000778
0x818a55e0   1912      0x154   0x1f0003 Event            
0x816b8238   1912      0x158   0x1f0003 Event            919863BFD426AA00979BDF55477F92A7_SHUTDOWN
0x81794320   1912      0x160   0x1f0003 Event            
0x8187bd98   1912      0x164   0x1f0003 Event            
0x813abc80   1912      0x168   0x1f0003 Event            
0x8161cfd8   1912      0x174   0x1f0003 IoCompletion     
0x81295e60   1912      0x178   0x1f0003 IoCompletion     
0x8161cfd8   1912      0x17c   0x1f0003 IoCompletion     
0x812db718   1912      0x180   0x1f03ff Thread           TID 3464 PID 1912
0xe1000080   2000        0x4    0xf0003 KeyedEvent       CritSecOutOfMemoryEvent
0xe15b28e8   2000        0x8        0x3 Directory        KnownDlls
0x81794450   2000        0xc   0x100020 File             \Device\HarddiskVolume1\WINDOWS\system32
0x818a93b8   2000       0x10   0x100003 Semaphore        
0xe15969c8   2000       0x14    0xf000f Directory        Windows
0xe15e3188   2000       0x18  0x21f0001 Port             
0x818a9428   2000       0x1c   0x100003 Semaphore        
0xe164d468   2000       0x20    0x2000f Directory        BaseNamedObjects
0x8149cf60   2000       0x24   0x1f0001 Mutant           SHIMLIB_LOG_MUTEX
0xe17d46d0   2000       0x28  0x20f003f Key              MACHINE
0x818edb48   2000       0x2c    0xf016e WindowStation    Service-0x0-3e7$
0x8189bff0   2000       0x30  0x21f0003 Event            
0x818198f0   2000       0x34    0xf00cf Desktop          Default
0x818edb48   2000       0x38    0xf016e WindowStation    Service-0x0-3e7$
0x814c9488   2000       0x3c   0x1f0003 Event            
0x818a9498   2000       0x40   0x100003 Semaphore        
0x818a94d0   2000       0x44   0x100003 Semaphore        
0xe18260d0   2000       0x48    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32
0x81791498   2000       0x4c   0x1f0003 Event            DINPUTWINMM
0x815b7340   2000       0x50   0x100001 File             \Device\KsecDD
0x8189bf10   2000       0x54   0x1f0003 Event            
0x81791530   2000       0x58   0x1f0003 Event            
0xe15b7b88   2000       0x5c    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32
0x81724c80   2000       0x60   0x1f0003 Semaphore        shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
0x81624c60   2000       0x64   0x1f0003 Event            userenv:  User Profile setup event
0x81711e00   2000       0x68   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x818e63b8   2000       0x6c   0x1f0003 Event            
0x817911f8   2000       0x70   0x1f0003 Event            
0x817911c8   2000       0x74   0x1f0003 Event            
0x81674c30   2000       0x78   0x12019f File             \Device\NamedPipe\net\NtControlPipe11
0x81791198   2000       0x7c   0x1f0003 Event            
0x813a58b0   2000       0x80   0x1f03ff Thread           TID 2004 PID 2000
0x81791168   2000       0x84   0x1f0003 Event            
0xe15679a0   2000       0x88   0x1f0001 Port             
0x81713db0   2000       0x8c  0x21f0003 Event            
0x817a6928   2000       0x90   0x1f0001 Mutant           
0x8161ccf0   2000       0x94   0x1f0003 Event            
0x8161ccc0   2000       0x98   0x1f0003 Event            
0x8165fcd8   2000       0x9c   0x1f0001 Mutant           
0x8161cc90   2000       0xa0   0x1f0003 Event            
0x819222b8   2000       0xa4   0x1f0001 Mutant           
0x81336b30   2000       0xa8   0x1f03ff Thread           TID 192 PID 2000
0x814af180   2000       0xac   0x1f0003 Event            
0x814af120   2000       0xb0   0x1f0003 Event            
0xe192bcd8   2000       0xb4   0x1f0001 Port             
0xe159be68   2000       0xb8   0x1f0001 Port             
0x81927838   2000       0xbc   0x120196 File             \Device\HarddiskVolume1\WINDOWS\Sti_Trace.log
0x817198d8   2000       0xc0   0x1f0001 Mutant           StiTraceMutexSti_Trace.log
0x8161f7e8   2000       0xc4   0x1f0003 Event            
0xe17e4498   2000       0xc8    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0xe193d778   2000       0xcc  0x20f003f Key              MACHINE\SOFTWARE\CLASSES
0x814a9f58   2000       0xd0   0x1f0003 IoCompletion     
0x814a9f10   2000       0xd4   0x1f0003 IoCompletion     
0x814a9f58   2000       0xd8   0x1f0003 IoCompletion     
0x815bd3b8   2000       0xdc   0x1f0003 Event            
0xe177c8f0   2000       0xe0    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0xe17e4430   2000       0xe4    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81607e70   2000       0xe8   0x1f0003 Event            
0xe18d37b0   2000       0xec       0x10 Key              USER
0x81607e08   2000       0xf0   0x1f0003 Event            
0xe18d3748   2000       0xf4    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0x81607da0   2000       0xf8   0x1f0003 Event            
0xe17d79a8   2000       0xfc       0x10 Key              USER
0x81607d38   2000      0x100   0x1f0003 Event            
0xe17d7940   2000      0x104    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81607cd0   2000      0x108   0x1f0003 Event            
0xe19363d0   2000      0x10c    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81608940   2000      0x110   0x1f0003 Event            
0xe1936368   2000      0x114    0xf003f Key              MACHINE\SOFTWARE\CLASSES\CLSID
0x816088d8   2000      0x118   0x1f0003 Event            
0xe18afcc8   2000      0x11c    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0x81608870   2000      0x120   0x1f0003 Event            
0xe17e43c8   2000      0x124    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81608808   2000      0x128   0x1f0003 Event            
0xe1597990   2000      0x12c       0x10 Key              USER
0x81607c78   2000      0x130   0x1f0003 Event            
0xe17e4328   2000      0x134    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81607c10   2000      0x138   0x1f0003 Event            
0xe1597928   2000      0x13c    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81607ba8   2000      0x140   0x1f0003 Event            
0xe17e4288   2000      0x144    0xf003f Key              MACHINE\SOFTWARE\CLASSES\CLSID
0x81607b40   2000      0x148   0x1f0003 Event            
0xe1806030   2000      0x14c   0x1f0001 Port             OLE445CA0FBFF5440CDB9A25367D3DD
0xe1863f80   2000      0x150    0x20019 Key              MACHINE\SOFTWARE\CLASSES
0x81607ad8   2000      0x154   0x1f0003 Event            
0x81331020   2000      0x158   0x1f03ff Thread           TID 224 PID 2000
0x81607128   2000      0x15c   0x1f0003 Event            
0xe19f9ab8   2000      0x160   0x1f0001 Port             
0x81719490   2000      0x164   0x12019f File             \Device\HarddiskVolume1\WINDOWS\wiaservc.log
0x8192e538   2000      0x168   0x1f0003 Event            
0x8192e508   2000      0x16c   0x1f0003 Event            
0x8192e4d8   2000      0x170   0x1f0003 Event            
0x817a3928   2000      0x174   0x1f0001 Mutant           
0x81624ab8   2000      0x178   0x1f0003 Event            crypt32LogoffEvent
0x8172a4e8   2000      0x17c   0x1f03ff Thread           TID 2308 PID 2000
0x8167b0c8   2000      0x180   0x1f0003 Event            
0x815bca20   2000      0x184   0x1f0001 Mutant           
0x819453a0   2000      0x188   0x1f0001 Mutant           
0x818837c8   2000      0x18c   0x1f0003 Event            
0x8193e3b0   2000      0x190   0x1f0003 Event            
0x815bca88   2000      0x194   0x1f0001 Mutant           
0x8193f6a8   2000      0x198   0x1f0003 Event            
0x8193f678   2000      0x19c   0x1f0003 Event            
0x81472118   2000      0x1a0   0x1f0003 Event            
0x81924cf0   2000      0x1a4   0x1f0001 Mutant           
0x81336b30   2000      0x1a8   0x1f03ff Thread           TID 192 PID 2000
0xe15f5e40   2000      0x1ac    0x20019 Key              MACHINE\SOFTWARE\CLASSES
0xe138e540   2000      0x1b0        0xc Token            
0xe15fa700   2000      0x1b4    0x20019 Key              MACHINE\SOFTWARE\CLASSES
0xe1371450   2000      0x1b8   0x1f0001 Port             
0xe1cd2770   2000      0x1bc    0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\CONTROL\CLASS\{6BDD1FC6-810F-11D0-BEC7-08002BE2092F}\0000
0xe18d98c8   2000      0x1c0    0x20019 Key              MACHINE\SOFTWARE\CLASSES
0x815bec88   2000      0x1c4   0x1f0001 Mutant           WiaDebugFileMut
0x817aede8   2000      0x1c8   0x120196 File             \Device\HarddiskVolume1\WINDOWS\wiadebug.log
0x8167b100   2000      0x1cc   0x1f0003 Event            
0xe1947cc0   2000      0x1d0   0x1f0001 Port             STI_LRPC
0x818a51a8   2000      0x1dc   0x1f0003 Event            
0x814ce020   2000      0x1e0   0x1f03ff Thread           TID 3912 PID 2000
0x81523ce0   2000      0x1e4   0x1f0003 Event            
0xe1000080    200        0x4    0xf0003 KeyedEvent       CritSecOutOfMemoryEvent
0xe15b28e8    200        0x8        0x3 Directory        KnownDlls
0x8161bb80    200        0xc   0x100020 File             \Device\HarddiskVolume1\WINDOWS\system32
0x81882ec0    200       0x10   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0xe15969c8    200       0x14    0xf000f Directory        Windows
0xe17d8360    200       0x18  0x21f0001 Port             
0x8170dd48    200       0x1c   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x8192de88    200       0x20   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x816948c8    200       0x24   0x100003 Semaphore        
0x818eeb78    200       0x28   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x815bd210    200       0x2c   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x8163f190    200       0x30   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x8163d468    200       0x34   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x814accd8    200       0x38   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x81694860    200       0x3c   0x100003 Semaphore        
0xe17c1d28    200       0x40  0x20f003f Key              MACHINE
0x8177eed0    200       0x44    0xf037f WindowStation    WinSta0
0x81663630    200       0x48  0x21f0003 Event            
0x81921408    200       0x4c    0xf01ff Desktop          Default
0x8177eed0    200       0x50    0xf037f WindowStation    WinSta0
0x81895f28    200       0x54   0x100001 File             \Device\KsecDD
0xe164d468    200       0x58    0x2000f Directory        BaseNamedObjects
0x81724c80    200       0x5c   0x1f0003 Semaphore        shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
0x81946ba8    200       0x60   0x1200a0 File             \Device\Tcp
0x8163f610    200       0x64   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x81673360    200       0x68   0x120116 File             \Device\Tcp
0x81719c30    200       0x6c   0x1200a0 File             \Device\Ip
0x81660178    200       0x70   0x100003 File             \Device\Ip
0x8163df10    200       0x74   0x1200a0 File             \Device\Ip
0x8161f780    200       0x78   0x100003 Semaphore        
0x8161da30    200       0x7c   0x100003 Semaphore        
0xe17e7978    200       0x80    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\LINKAGE
0xe17bcc00    200       0x84    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETERS
0xe17e4020    200       0x88    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETERS\INTERFACES
0xe156de30    200       0x8c    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETERS
0x81506020    200       0x90   0x1f03ff Thread           TID 180 PID 200
0x8192e5f8    200       0x94   0x1f0003 Event            
0xe17e41e8    200       0x98    0xf003f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\PROTOCOL_CATALOG9
0x81604ab8    200       0x9c   0x1f0003 Event            
0xe17e4180    200       0xa0    0xf003f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\NAMESPACE_CATALOG5
0x8160d810    200       0xa4   0x12019f File             \Device\NamedPipe\net\NtControlPipe12
0x819452e0    200       0xa8   0x1f0003 Event            
0x81883888    200       0xac   0x1f0003 Event            
0x81883858    200       0xb0   0x1f0003 Event            
0x81883828    200       0xb4   0x1f0003 Event            
0x81506020    200       0xb8   0x1f03ff Thread           TID 180 PID 200
0x818837f8    200       0xbc   0x1f0003 Event            
0xe184f530    200       0xc0   0x1f0001 Port             
0x81945370    200       0xc4   0x1f0003 Event            
0x813312b0    200       0xc8   0x1f03ff Thread           TID 240 PID 200
0x815bc2d0    200       0xcc   0x1f0003 Event            
0xe1863e68    200       0xd0   0x1f0001 Port             
0x8191c6c8    200       0xd4   0x1f0003 Event            
0x814a4e00    200       0xd8   0x100003 Semaphore        
0x814a4dc8    200       0xdc   0x100003 Semaphore        
0x814a4d90    200       0xe0   0x100003 Semaphore        
0x814a4d58    200       0xe4   0x100003 Semaphore        
0x814a4d20    200       0xe8   0x100003 Semaphore        
0x814aa020    200       0xec   0x100003 Semaphore        
0x814aa110    200       0xf0   0x100003 Semaphore        
0x814aa0d8    200       0xf4   0x100003 Semaphore        
0x814aa0a0    200       0xf8   0x100003 Semaphore        
0x814aa068    200       0xfc   0x100003 Semaphore        
0x81904fe8    200      0x100   0x100003 Semaphore        
0x81904fb0    200      0x104   0x100003 Semaphore        
0x814cfd10    200      0x108   0x1f0003 Event            VMwareToolsQuitEvent_vmsvc
0x817affb0    200      0x10c   0x1f0003 Event            VMwareToolsDumpStateEvent_vmsvc
0x813312b0    200      0x110   0x1f03ff Thread           TID 240 PID 200
0x818a9380    200      0x114   0x1f0003 Semaphore        
0x813a12c0    200      0x118   0x1f0003 Semaphore        shell.{210A4BA0-3AEA-1069-A2D9-08002B30309D}
0x8161b028    200      0x11c   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x819228e0    200      0x120   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x81876158    200      0x124   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x81878548    200      0x128   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x8170abd8    200      0x12c   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x814eed60    200      0x130   0x1f0003 IoCompletion     
0x8193c320    200      0x134  0x21f0003 Event            
0x816058f8    200      0x138   0x1f0003 IoCompletion     
0x814eed60    200      0x13c   0x1f0003 IoCompletion     
0x8161b0c8    200      0x140   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x8192cdd0    200      0x144   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x8192be10    200      0x148   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x8171fa28    200      0x14c   0x1f0003 Event            
0x81884ae8    200      0x150   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x81624c60    200      0x154   0x1f0003 Event            userenv:  User Profile setup event
0x81668198    200      0x158   0x120001 Mutant           ShimCacheMutex
0xe1733f78    200      0x15c        0x2 Section          ShimSharedMemory
0x81889b10    200      0x160   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x8161b218    200      0x164   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0xe17e29a0    200      0x168    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0xe17e2938    200      0x16c    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0x81930b80    200      0x170   0x1f0003 Event            
0xe17c1020    200      0x174    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81930b50    200      0x178   0x1f0003 Event            
0xe17c10e8    200      0x17c       0x10 Key              USER
0x816604b0    200      0x180   0x1f0003 Event            
0xe16ad6e8    200      0x184    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0x81660480    200      0x188   0x1f0003 Event            
0xe18bede0    200      0x18c       0x10 Key              USER
0x81660450    200      0x190   0x1f0003 Event            
0xe1936ae0    200      0x194    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81882998    200      0x198   0x1f0003 Event            
